disease,drug,relation,alpha_iii,beta_iii,post_mean_iii,n_eff_iii,alpha_ivvi,beta_ivvi,post_mean_ivvi,n_eff_ivvi,ceg
tinea corporis,salicylic acid,indication,9.7398,0.5000,0.9512,10.24,12.1478,0.5000,0.9605,12.65,nan
tinea corporis,sulconazole,indication,9.7398,0.5000,0.9512,10.24,12.1478,0.5000,0.9605,12.65,nan
tinea corporis,terbinafine,indication,9.7398,0.5000,0.9512,10.24,12.1478,0.5000,0.9605,12.65,nan
tinea corporis,tolnaftate,indication,9.7398,0.5000,0.9512,10.24,12.1478,0.5000,0.9605,12.65,nan
tinea corporis,undecylenic acid,indication,9.7398,0.5000,0.9512,10.24,12.1478,0.5000,0.9605,12.65,nan
tinea corporis,zinc oxide,indication,9.7398,0.5000,0.9512,10.24,12.1478,0.5000,0.9605,12.65,nan
tinea corporis,fluconazole,off-label use,5.4223,4.8175,0.5295,10.24,6.6263,6.0215,0.5239,12.65,nan
tinea manuum,tolnaftate,indication,4.3237,0.5000,0.8963,4.82,6.3830,0.5000,0.9274,6.88,nan
tinea manuum,fluconazole,off-label use,2.7143,2.1094,0.5627,4.82,3.7439,3.1391,0.5439,6.88,nan
tinea pedis,benzocaine,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,betamethasone,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,butenafine,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,ciclopirox,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,clioquinol,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,clotrimazole,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,cortisone acetate,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,econazole,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,griseofulvin,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,haloprogin,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,hydrocortisone,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,ketoconazole,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,luliconazole,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,miconazole,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,naftifine,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,oxiconazole,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,pramocaine,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,salicylic acid,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,sertaconazole,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,sulconazole,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,terbinafine,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,tolnaftate,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,undecylenic acid,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,zinc oxide,indication,4.3237,0.5000,0.8963,4.82,6.2347,0.5000,0.9258,6.73,nan
tinea pedis,fluconazole,off-label use,2.7143,2.1094,0.5627,4.82,3.6698,3.0649,0.5449,6.73,nan
tuberous sclerosis,everolimus,indication,9.9425,0.5000,0.9521,10.44,9.1195,0.5000,0.9480,9.62,nan
vasculitis,betamethasone,off-label use,2.4911,1.8863,0.5691,4.38,3.4074,2.8026,0.5487,6.21,nan
vasculitis,cortisone acetate,off-label use,2.4911,1.8863,0.5691,4.38,3.4074,2.8026,0.5487,6.21,nan
vasculitis,dexamethasone,off-label use,2.4911,1.8863,0.5691,4.38,3.4074,2.8026,0.5487,6.21,nan
vasculitis,methotrexate,off-label use,2.4911,1.8863,0.5691,4.38,3.4074,2.8026,0.5487,6.21,nan
vasculitis,methylprednisolone,off-label use,2.4911,1.8863,0.5691,4.38,3.4074,2.8026,0.5487,6.21,nan
vasculitis,prednisolone,off-label use,2.4911,1.8863,0.5691,4.38,3.4074,2.8026,0.5487,6.21,nan
vasculitis,prednisone,off-label use,2.4911,1.8863,0.5691,4.38,3.4074,2.8026,0.5487,6.21,nan
vasculitis,triamcinolone,off-label use,2.4911,1.8863,0.5691,4.38,3.4074,2.8026,0.5487,6.21,nan
vitiligo,methoxsalen,indication,11.3046,0.5000,0.9576,11.80,13.8920,0.5000,0.9653,14.39,nan
vitiligo,trioxsalen,indication,11.3046,0.5000,0.9576,11.80,13.8920,0.5000,0.9653,14.39,nan
white piedra,amphotericin b,indication,1.1048,0.5000,0.6884,1.60,3.1048,0.5000,0.8613,3.60,nan
white piedra,isavuconazonium,indication,1.1048,0.5000,0.6884,1.60,3.1048,0.5000,0.8613,3.60,nan
white piedra,itraconazole,indication,1.1048,0.5000,0.6884,1.60,3.1048,0.5000,0.8613,3.60,nan
white piedra,ketoconazole,indication,1.1048,0.5000,0.6884,1.60,3.1048,0.5000,0.8613,3.60,nan
white piedra,posaconazole,indication,1.1048,0.5000,0.6884,1.60,3.1048,0.5000,0.8613,3.60,nan
white piedra,fluconazole,off-label use,1.1048,0.5000,0.6884,1.60,2.1048,1.5000,0.5839,3.60,nan
white piedra,itraconazole,off-label use,1.1048,0.5000,0.6884,1.60,2.1048,1.5000,0.5839,3.60,nan
